number,title,classification,year,date,latitude,longitude,magnitude,data
25548,"Report 25548: A hunter recalls finding giant footprints as a boy, and recently heard a strange vocalization while hunting hogs late at night on the outskirts of Varnado",Not Infected,2011,06-Jan,30.85052,-89.81163,5,
24767,Report 24767: Motorist recalls possible early morning sighting north of Mt. Vernon,Not Infected,2011,Nov-15,37.19201,-93.73122,5,
39639,Report 39639: Campers retreat to their vehicles due to a loud unknown vocalization near High Point State Park,Not Infected,2011,07-Jan,41.30566,-74.6854,5,
17189,Report 17189: Close encounter remembered and possible vocalizations heard and recorded near Minerva,Not Infected,2011,Aug-15,40.75079,-81.27147,5,
624,Report 624: Sounds heard at Skookum Lake.,Not Infected,2011,07-Apr,44.99745,-122.1647,5,
8948,"Report 8948: In the early morning, hunter observes rock throwing near Valsetz",Not Infected,2011,Oct-15,44.8458,-123.5834,5,
26224,Report 26224: Hunter remembers possible howls and footprints near Baker City,Not Infected,2011,04-Oct,44.68557,-118.0891,5,
10609,Report 10609: Hiker finds large footprints in Northern Highlands State Forest.,Not Infected,2011,Jul-20,45.9555,-89.7384,5,
7474,Report 7474: Deer hunters find footprints in Wildell Bottom,Not Infected,2011,Oct-19,38.7084,-79.7802,5,
18043,Report 18043: Evening sighting by family driving by Guntersville Lake,Infected,2012,Aug-15,34.27607,-86.17524,5,
24254,Report 24254: Woman remembers she and a male friend watching an upright creature walking on the edge of moonlit Lake Hamilton,Infected,2012,Jun-14,34.44652,-93.07654,5,
42364,Report 42364: Memory told of a daylight sighting and parallel chase in the Gila River bottoms while riding horseback,Infected,2012,Aug-15,32.95,-112.73,5,
9283,Report 9283: Early morning sighting by motorist along the Eel River,Infected,2012,07-Dec,40.465,-124,5,
26050,Report 26050: Memory told of an inquisitive sasquatch sighted near Port Hardy,Infected,2012,Oct-15,50.8604,-127.735,5,
18707,Report 18707: Two incidents with two witnesses on Kinchafoonee Creek,Infected,2012,07-Nov,31.43265,-84.1293,5,
10197,Report 10197: Two squirrel hunters have sighting near Shoal Creek.,Infected,2012,Sep-14,39.06,-89.558,5,
25323,Report 25323: A family is chased by a sasquatch near Wadena.,Infected,2012,Aug-15,46.50385,-95.11484,5,
5030,"Report 5030: Flap of sightings offers clues pointing to deer predation, similar to evidence found elsewhere in Ohio",Infected,2012,Jan-15,40.75872,-81.19895,5,
10729,Report 10729: Driver encounters an unknown hairy biped just outside of Medina.,Infected,2012,Sep-20,41.12012,-81.81317,5,
742,Report 742: Boys have early morning encounter at watermelon patch off road,Infected,2012,Jun-17,34.29861,-96.30222,5,
1305,Report 1305: Creature observed running across the road.,Infected,2012,03-Jan,34.9575,-98.31556,5,
1769,Report 1769: A sighting by two motorists,Infected,2012,07-Jan,38.05408,-79.77946,5,
17730,Report 17730: Late night sighting by motorists on Hwy 94 near the Wythe County border,Infected,2012,Dec-22,36.74465,-80.98215,5,
3400,"Report 3400: Two experienced hunters see bigfoot, throw rock at it, and watch it turn and walk into timber",Infected,2012,01-Jan,46.766,-122.1652,5,
4859,Report 4859: Daytime sighting by horseback riders one mile from Green River Gorge Bridge,Infected,2012,04-Jan,47.288,-121.9658,5,
7146,Report 7146: Two teenage boys are approached during lakeside play,Infected,2012,Aug-15,47.4028,-123.2022,5,
2804,"Report 2804: Tracks found by hunters, creature seen",Infected,2012,Nov-19,45.33418,-88.16359,5,
97,Report 97: Hunter sees footprints near Alturas,Not Infected,2012,10-Jan,41.72278,-120.3292,5,
3683,Report 3683: Men hear evening vocalization outside their home in Redding,Not Infected,2012,01-Jan,40.58667,-122.3906,5,
4947,Report 4947: Man sees unusual stacked rocks in Yosemite,Not Infected,2012,08-Jan,37.69639,-119.4275,5,
8784,Report 8784: Residents Awakened by Early Morning Vocalizations,Not Infected,2012,09-Jan,40.88,-121.675,5,
15835,Report 15835: Possible Vocalizations heard in Southern Alberta,Not Infected,2012,Sep-15,49.9818,-112.9413,5,
1283,Report 1283:  Heard and then chased by creature,Not Infected,2012,Feb-15,25.782,-81.07385,5,
24862,Report 24862: Experienced bow hunter recalls being scared by an unknown scream/howl near Austin,Not Infected,2012,Oct-20,38.73725,-85.84489,5,
4624,Report 4624: Two teens find prints in the snow near Kimper,Not Infected,2012,Dec-25,37.49993,-82.353,5,
11089,"Report 11089: Two young boys experience powerful, high-pitched vocalization",Not Infected,2012,05-Jan,43.26886,-78.28014,5,
11304,Report 11304: Campers hear moaning howl at Waldo Lake at night.,Not Infected,2012,Oct-15,43.6947,-122.0449,5,
4139,Report 4139: Hunting party loses bagged deer to unknown predator.,Not Infected,2012,Nov-25,32.1,-94.20695,5,
283,Report 283: Couple hear sounds and find footprints near Hoodsport,Not Infected,2012,Aug-29,47.5616,-123.1967,5,
23300,Report 23300: Couple sees bipedal creature jump across a logging road near Naselle,Not Infected,2012,Dec-26,46.35099,-123.6886,5,
451,Report 451: Young man has sighting near home,Infected,2014,Aug-20,34.9263,-87.02025,5,
7566,Report 7566: Bow hunter has daylight sighting near Alpine.,Infected,2014,09-Apr,33.6247,-109.3191,5,
1055,Report 1055: Two hikers have morning sighting in the Desolation Wilderness,Infected,2014,04-Jan,38.86,-120.1358,5,
2886,Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest,Infected,2014,Jun-15,38.26661,-119.8633,5,
4446,Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation.,Infected,2014,07-Apr,33.2675,-116.8625,5,
7334,Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco,Infected,2014,04-Jan,36.2485,-121.495,5,
13424,Report 13424: Trail bike rider describes being briefly chased at night near Happy Camp,Infected,2014,Dec-15,41.75,-123.35,5,
14407,Report 14407: Daylight sighting by camper 7-8 northwest of Independence Lake,Infected,2014,09-May,39.50435,-120.3784,5,
24574,Report 24574: Man remembers seeing an animal move through a ravine near Yosemite,Infected,2014,Aug-13,38.33115,-119.7853,5,
26850,Report 26850: Forestry Worker Observes a Sasquatch in Clear-Cut Near Feather River,Infected,2014,Sep-30,39.705,-121.18,5,
28740,"Report 28740: Man recollects multiple encounters from 1970 to present near Kootenay, Chadsey & Davis Lakes",Infected,2014,Jul-30,49.41289,-116.5133,5,
720,"Report 720: Hunter reports finding strange tracks in the Everglades, near the area of the Dade County and Collier County line, between Big Cypress and Alligator Alley.",Infected,2014,Nov-20,26.06885,-80.8368,5,
23696,Report 23696: Huge creature stands in headlights on rural road near Leesburg,Infected,2014,05-Jan,28.86151,-81.7757,5,
1864,"Report 1864: Large, Dark Gray form crosses road in front of motorist",Infected,2014,11-Mar,34.28745,-84.59345,5,
28637,Report 28637: Two fisherman recall a daylight encounter north of Helen,Infected,2014,May-15,34.7673,-83.77811,5,
26487,Report 26487: Man remembers his nighttime sighting at Bloom Lake north of Sandpoint,Infected,2014,Oct-31,48.49805,-116.4171,5,
37697,Report 37697: Memory told of a sighting at dawn while deer hunting north of Hettick.,Infected,2014,Nov-20,39.37753,-90.04582,5,
2363,Report 2363: Late night sighting by motorists along Highway 121,Infected,2014,Jan-20,36.9372,-88.9949,5,
2368,Report 2368: Hiker has detailed sighting on Bear Mountain.,Infected,2014,07-Jan,37.53705,-84.2552,5,
3631,"Report 3631: Late afternoon sighting by motorists, off I-49 20 miles south of Natchitoches",Infected,2014,03-May,31.6498,-93.0887,5,
31814,Report 31814: Memories told of several incidents including an observation through a rifle scope while target practicing outside Street,Infected,2014,Sep-15,39.67183,-76.34047,5,
22973,Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,Infected,2014,06-Jul,46.3126,-86.5228,5,
1454,"Report 1454: Three backpackers see a large, massive upright animal running on two legs through the brush in Gallatin Nat'l Forest",Infected,2014,06-Mar,45.22417,-111.125,5,
1750,"Report 1750: Large furry head about 12"" by 18"" looked in the back door.",Infected,2014,Sep-15,39.92104,-83.95184,5,
10097,Report 10097: Skateboarders have encounter near Fort Stevens,Infected,2014,Sep-15,46.19945,-123.9513,5,
12216,Report 12216: Family is approached near their forest cabin.,Infected,2014,Jun-15,45.33,-121.9165,5,
45649,Report 45649: Memory told of an early morning road crossing near Nixon,Infected,2014,Apr-15,29.32862,-97.77225,5,
2283,"Report 2283: While out hiking in the woods with his dog, witness smelled a horrible smell.",Infected,2014,07-Jan,38.36911,-78.53718,5,
1568,Report 1568: Creature observed turning it's head and looking straight at witness,Infected,2014,Oct-15,47.27667,-122.8858,5,
8375,"Report 8375: While constructing ""fort,"" young teenager has afternoon sighting in Amboy off Rotschy Road",Infected,2014,Feb-15,45.8911,-122.4076,5,
2311,Report 2311: Two hikers have interesting experience near Strawberry,Not Infected,2014,11-Jan,38.19833,-120.0083,5,
17142,Report 17142: Possible vocalizations heard by swimmers near Nakusp. Possible tracks found the next day.,Not Infected,2014,Oct-13,50.57889,-117.8775,5,
19354,Report 19354: Woman recalls childhood incident -- red eyes looking into window near Withlacoochee River.,Not Infected,2014,07-Jan,28.99487,-81.78879,5,
24441,Report 24441: Man recounts his possible daytime sighting while bowhunting near Crestview,Not Infected,2014,Oct-15,30.90529,-86.68372,5,
30596,Report 30596: Ginseng hunter recalls being terrified by a nighttime visitor on old mining property at the KY/VA border,Not Infected,2014,Sep-30,36.88494,-82.89404,5,
25768,"Report 25768: Man recalls a possible brief sighting near Buchanan, while looking for dog",Not Infected,2014,02-Jul,41.77945,-85.99374,5,
657,"Report 657: A man and woman report smelling a strange, powerful odor while on a forest road late at night",Not Infected,2014,08-Feb,44.9979,-122.1631,5,
7148,Report 7148: Hunters find bower and footprints near lake,Not Infected,2014,Sep-15,45.4915,-123.2665,5,
11682,Report 11682: Young men have frightening vocalization incident near Stones River.,Not Infected,2014,Mar-15,35.94778,-86.36485,5,
29244,Report 29244: Deer hunter recalls possible early morning encounter near Boone Lake,Not Infected,2014,Oct-20,36.42846,-82.31094,5,
1431,Report 1431: Campers hear foot steps in tree line while walking on road,Not Infected,2014,07-Jan,29.57444,-98.03083,5,
10470,Report 10470: Campers find footprint in Indian Heaven Wilderness,Not Infected,2014,08-Feb,46.0189,-121.7476,5,
29975,Report 29975: Woman recalls driving at night and feeling her car get shoved by a large biped near Steilacoom,Not Infected,2014,Apr-15,47.147,-122.6028,5,
4094,Report 4094: Late night encounter near Benton,Infected,2019,Oct-15,34.56444,-92.58667,5,
9507,Report 9507: Roadside sighting near Eureka Springs,Infected,2019,Jul-16,36.41,-93.74,5,
868,Report 868: Campers have sighting above Pinecrest,Infected,2019,06-Jan,38.17677,-119.9065,5,
6429,Report 6429: Woman recalls a nighttime sighting on Hwy. 299 near Burney,Infected,2019,Sep-15,40.92911,-121.6156,5,
1351,"Report 1351: Various sightings by campers and ranchers along Lake Fork, a tributary of the Conejos River.",Infected,2019,06-Jan,37.30833,-106.4917,5,
1363,Report 1363: strange loud howls heard by retired wildlife biologist on a camping trip.,Infected,2019,Oct-23,39.18975,-106.4269,5,
4614,Report 4614: Hikers observe animal in early evening near Blanca Peak,Infected,2019,May-15,37.5969,-105.4826,5,
7827,Report 7827: Two hunters recount late morning sighting near Hotchkiss,Infected,2019,Sep-15,38.875,-107.7084,5,
246,Report 246: Daylight sighting by hunter near FL / GA border,Infected,2019,Dec-18,30.6645,-84.60745,5,
5801,Report 5801: Fisherman in boat is approached by wading hairy hominid,Infected,2019,Apr-15,30.9905,-87.1814,5,
8514,Report 8514: Husband and wife have nighttime road-crossing sighting,Infected,2019,03-Jan,30.4544,-81.4189,5,
29326,Report 29326: Memory told of a nighttime encounter at close range near Blairsville,Infected,2019,May-15,34.84161,-83.94456,5,
19910,Report 19910: Nightime sighting by property owner near Kishwaukee River.,Infected,2019,Oct-22,42.1846,-89.022,5,
23418,Report 23418: Camper has nighttime sighting outside of Bunker Hill,Infected,2019,07-Apr,39.06,-89.98351,5,
2435,Report 2435: Several people witness 7 to 8 foot tall creature on an old mining road,Infected,2019,Oct-15,37.26532,-82.69576,5,
24800,Report 24800: Woman remembers a shaggy white-haired creature watching her while she walked her dog outside Richwood,Infected,2019,Jul-15,38.90649,-84.67017,5,
27941,Report 27941: Man recalls his early morning sighting driving to work near Chloe,Infected,2019,Apr-18,37.42701,-82.48093,5,
18278,Report 18278: Late night sighting by young couple in a parked car on a rural lane outside Kelso.,Infected,2019,11-Nov,37.286,-89.6075,5,
41427,Report 41427: Memory told of a nighttime close encounter in the Henning Conservation Area near Branson,Infected,2019,Aug-23,36.66887,-93.29459,5,
5627,Report 5627: Woman reports afternoon sighting,Infected,2019,07-Dec,46.83285,-112.702,5,
3337,"Report 3337: Woman witnesses a 7 foot tall, silver-black sasquatch while driving",Infected,2019,Nov-30,35.2256,-80.26915,5,
4202,Report 4202: Evening sighting by squirrel hunter in woods behind old brick Kilns,Infected,2019,09-Jan,39.45789,-82.24257,5,
28820,Report 28820: Man recounts sighting from his teens near Edinburg,Infected,2019,02-Dec,41.15384,-81.1124,5,
531,"Report 531: Woman witnesses large, hairy man-like creature outside home",Infected,2019,Oct-15,45.63893,-122.8889,5,
7263,Report 7263: Boy sees large biped crossing road behind school  bus,Infected,2019,Apr-15,44.2157,-121.4755,5,
15746,Report 15746: Native American woman recalls childhood sighting on family property near Cayuse,Infected,2019,Sep-15,45.6605,-118.5654,5,
9607,Report 9607: Thirteen year old boy has afternoon sighting while playing.,Infected,2019,Oct-15,40.05148,-79.56702,5,
6461,"Report 6461: Sighting by three hunters just outside of Covington, in area referred to by locals as ""Pilljerk""",Infected,2019,12-Jan,35.537,-89.63499,5,
10486,Report 10486: Early morning sighting near Bon Aqua.,Infected,2019,Oct-15,35.94,-87.25375,5,
2115,Report 2115: White creature in Utah desert exhibits scouting behavior on ridge above hikers,Infected,2019,May-19,37.8058,-111.3481,5,
958,"Report 958: Family find fresh, barefooted, humanlike footprints.",Infected,2019,10-Jan,47.33694,-123.5894,5,
4380,Report 4380: Dirty white animal seen near apple orchard,Infected,2019,Jul-15,46.7002,-122.1983,5,
23033,Report 23033: Daylight sighting reported to rangers by park visitor at Mount Rainier National Park,Infected,2019,Sep-24,46.67816,-121.5763,5,
19206,Report 19206: Three Creatures observed Ripping Limbs and Bark from Trees in the Monongahela National Forest,Infected,2019,Oct-15,37.5313,-80.01335,5,
273,Report 273: Husband and wife hear scream while fishing,Not Infected,2019,Sep-15,33.7065,-85.57415,5,
1036,Report 1036: Camper experiences unusual early morning scream near Kernville,Not Infected,2019,08-Jan,35.75472,-118.4244,5,
5509,Report 5509: Man hears late night howl in the Emigrant Wilderness,Not Infected,2019,08-Jan,38.32417,-119.7519,5,
